DATE,PLAYER,PLAYER ROLE,OPP,PREDICTION,BOOK LINE,OVER/UNDER,ACTUAL,DIFFERENCE,% ERROR,NOTES,TYPE,TIER,HIT/MISS,# TRAINED ON,R^2,,,,,,,,,,
8/11/2026,Jonquel Jones,Secondary Scorer,IND,1.4,1.5,UNDER,3,1.6,,,FG3M,LEAN,Miss,,,,,,,,,,,,
8/12/2026,Bridget Carleton,Specialist,MIN,2.1,2.5,UNDER,2,-0.1,,,AST,STRONG,Hit,,,,,,,,,,,,
8/12/2026,Carla Leite,Creator,MIN,5.6,6.5,UNDER,0,-5.6,,INJURY,AST,STRONG,Hit,,,,,,,,,,,,
8/12/2026,Courtney Williams,Connector,POR,6.5,4.5,OVER,1,-5.5,,,REB,STRONG,Miss,,,,,,,,,,,REB,Hit
8/12/2026,Gabby Williams,Engine,CHI,2,2.5,UNDER,3,1,,,AST,STRONG,Miss,,,,,,,,,,,,
8/12/2026,Kayla McBride,Specialist,POR,4,2.5,OVER,1,-3,,,REB,STRONG,Miss,,,,,,,,,,,FG3M,Miss
8/12/2026,Dijonai Carrington,Connector,GSV,1.7,3.5,UNDER,3,1.3,,,REB,STRONG,Hit,,,,,,,,,,,,
8/12/2026,Napheesa Collier,Engine,POR,2.9,1.5,OVER,0,-2.9,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/12/2026,Natasha Howard,Rebounding/Defense,POR,8.5,6.5,OVER,12,3.5,,,REB,STRONG,Hit,,,,,,,,,,,,
8/12/2026,Nyara Sabally,Connector,DAL,4.5,5.5,UNDER,7,2.5,,,REB,STRONG,Miss,,,,,,,,,,,,
8/12/2026,Olivia Miles,Engine,POR,1.8,1.5,OVER,1,-0.8,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/12/2026,Courtney Vandersloot,Creator,GSV,3.8,3.5,OVER,3,-0.8,,,REB,LEAN,Miss,,,,,,,,,,,,
8/12/2026,Kamilla Cardoso,Engine,GSV,9.2,8.5,OVER,6,-3.2,,,REB,LEAN,Miss,,,,,,,,,,,,
8/12/2026,Napheesa Collier,Engine,POR,7,7.5,UNDER,9,2,,,REB,LEAN,Miss,,,,,,,,,,,,
8/13/2026,Breanna Stewart,Engine,LA,7.9,7.5,OVER,6,-1.9,,,REB,LOCK,Miss,,,,,,,,,,,,
8/13/2026,Jonquel Jones,Secondary Scorer,LA,2.7,2.5,OVER,4,1.3,,,AST,LOCK,Hit,,,,,,,,,,,,
8/13/2026,Ariel Atkins,Connector,NYL,1,1.5,UNDER,1,0,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/13/2026,Cameron Brink,Bench,LA,12.9,9.5,OVER,9,-3.9,,,PTS,STRONG,Miss,,,,,,,,,,,,
8/13/2026,Nneka Ogwumike,Engine,NYL,3.1,3.5,UNDER,4,0.9,,,AST,STRONG,Miss,,,,,,,,,,,,
8/13/2026,Nneka Ogwumike,Engine,NYL,1.3,1.5,UNDER,0,-1.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/13/2026,Sabrina Ionescu,Secondary Scorer,LA,3.7,4.5,UNDER,3,-0.7,,,REB,STRONG,Hit,,,,,,,,,,,,
8/13/2026,Sabrina Ionescu,Secondary Scorer,LA,2.2,2.5,UNDER,1,-1.2,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/13/2026,Cameron Brink,Bench,NYL,5.1,5.5,UNDER,7,1.9,,,REB,LEAN,Miss,,,,,,,,,,,,
8/13/2026,Nneka Ogwumike,Engine,NYL,17.3,16.5,OVER,10,-7.3,,,PTS,LEAN,Miss,,,,,,,,,,,,
8/13/2026,Allisha Gray,Secondary Scorer,CON,1.9,1.5,OVER,4,2.1,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/13/2026,Angel Reese,Rebounding/Defense,CON,10.4,12.5,UNDER,15,4.6,,,REB,STRONG,Miss,,,,,,,,,,,,
8/13/2026,Angel Reese,Rebounding/Defense,CON,2.2,2.5,UNDER,1,-1.2,,,AST,STRONG,Hit,,,,,,,,,,,,
8/13/2026,Diamond Miller,Connector,ATL,0.8,1.5,UNDER,0,-0.8,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/13/2026,Rhyne Howard,Engine,CON,3.1,3.5,UNDER,4,0.9,,,AST,STRONG,Miss,,,,,,,,,,,,
8/13/2026,Rhyne Howard,Engine,CON,4.2,3.5,OVER,5,0.8,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/13/2026,Allisha Gray,Secondary Scorer,CON,2.4,2.5,UNDER,3,0.6,,,AST,LEAN,Miss,,,,,,,,,,,,
8/13/2026,Brionna Jones,Rebounding/Defense,CON,5.9,5.5,OVER,1,-4.9,,,REB,LEAN,Miss,,,,,,,,,,,,
8/13/2026,Brionna Jones,Rebounding/Defense,CON,2.3,2.5,UNDER,1,-1.3,,,AST,LEAN,Hit,,,,,,,,,,,,
8/13/2026,Jordin Canada,Creator,CON,8,8.5,UNDER,4,-4,,,AST,LEAN,Hit,,,,,,,,,,,,
8/15/2026,Kiki Iriafen,Secondary Scorer,LA,10.2,9.5,OVER,8,-2.2,,,REB,LOCK,Miss,,,,,,,,,,,,
8/15/2026,Sonia Citron,Engine,LA,3.8,3.5,OVER,8,4.2,,,AST,LOCK,Hit,,,,,,,,,,,,
8/15/2026,A'ja Wilson,Engine,MIN,2.8,3.5,UNDER,1,-1.8,,,AST,STRONG,Hit,,,,,,,,,,,,
8/15/2026,Breanna Stewart,Engine,CON,2.9,3.5,UNDER,2,-0.9,,,AST,STRONG,Hit,,,,,,,,,,,,
8/15/2026,Cameron Brink,Bench,WAS,4.5,5.5,UNDER,0,-4.5,,INJURY,REB,STRONG,Hit,,,,,,,,,,,,
8/15/2026,Chelsea Gray,Creator,MIN,3.4,2.5,OVER,3,-0.4,,,REB,STRONG,Hit,,,,,,,,,,,,
8/15/2026,Diamond Miller,Connector,NYL,0.7,1.5,UNDER,2,1.3,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/15/2026,Jackie Young,Secondary Scorer,MIN,1.2,2.5,UNDER,2,0.8,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/15/2026,Jonquel Jones,Secondary Scorer,CON,1.6,1.5,OVER,3,1.4,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/15/2026,Jonquel Jones,Secondary Scorer,CON,2.9,2.5,OVER,2,-0.9,,,AST,STRONG,Miss,,,,,,,,,,,,
8/15/2026,Pauline Astier,Creator,CON,12.7,8.5,OVER,8,-4.7,,,PTS,STRONG,Miss,,,,,,,,,,,,
8/15/2026,Pauline Astier,Creator,CON,4.7,3.5,OVER,4,-0.7,,,AST,STRONG,Hit,,,,,,,,,,,,
8/15/2026,Marine Johannes,Specialist,CON,2.2,1.5,OVER,5,2.8,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/15/2026,Rebecca Allen,Connector,CON,1,1.5,UNDER,2,1,,,PTS,STRONG,Miss,,,,,,,,,,,,
8/15/2026,Shakira Austin,Secondary Scorer,LA,2.1,2.5,UNDER,2,-0.1,,,AST,STRONG,Hit,,,,,,,,,,,,
8/15/2026,Sonia Citron,Engine,LA,1.3,1.5,UNDER,4,2.7,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/15/2026,A'ja Wilson,Engine,MIN,10.4,9.5,OVER,7,-3.4,,,REB,LEAN,Miss,,,,,,,,,,,,
8/15/2026,Breanna Stewart,Engine,CON,8,8.5,UNDER,4,-4,,,REB,LEAN,Hit,,,,,,,,,,,,
8/15/2026,Courtney Williams,Connector,LV,4.1,4.5,UNDER,1,-3.1,,,AST,LEAN,Hit,,,,,,,,,,,,
8/15/2026,Jackie Young,Secondary Scorer,MIN,4.2,4.5,UNDER,1,-3.2,,,REB,LEAN,Hit,,,,,,,,,,,,
8/15/2026,Marine Johannes,Specialist,CON,9.1,8.5,OVER,17,7.9,,,PTS,LEAN,Hit,,,,,,,,,,,,
8/15/2026,Nalyssa Smith,Rebounding/Defense,MIN,5.9,6.5,UNDER,12,6.1,,,REB,LEAN,Miss,,,,,,,,,,,,
8/15/2026,Natasha Howard,Rebounding/Defense,LV,3.3,3.5,UNDER,1,-2.3,,,AST,LEAN,Hit,,,,,,,,,,,,
8/15/2026,Olivia Nelson-Ododa,Rebounding/Defense,NYL,5.9,6.5,UNDER,10,4.1,,,REB,LEAN,Miss,,,,,,,,,,,,
8/16/2026,Angel Reese,Secondary Scorer,IND,16.3,15.5,OVER,15,-1.3,,,PTS,LOCK,Miss,,,,,,,,,,,,
8/16/2026,Alyssa Thomas,Engine,POR,8.5,8.5,UNDER,11,2.5,,,REB,STRONG,Miss,,,,,,,,,,,,
8/16/2026,Bridget Carleton,Specialist,PHX,2.5,2.5,UNDER,0,-2.5,,,AST,STRONG,Hit,,,,,,,,,,,,
8/16/2026,Bridget Carleton,Specialist,PHX,2.5,2.5,UNDER,0,-2.5,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/16/2026,Caitlin Clark,Engine,ATL,2.5,2.5,OVER,3,0.5,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/16/2026,Courtney Vandersloot,Creator,SEA,2.1,0.5,OVER,2,-0.1,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/16/2026,Dijonai Carrington,Connector,SEA,1.2,0.5,OVER,1,-0.2,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/16/2026,Dominique Malonga,Engine,CHI,1.7,1.5,OVER,2,0.3,,,AST,STRONG,Hit,,,,,,,,,,,,
8/16/2026,Flau'jae Johnson,Bench,CHI,3,3.5,UNDER,6,3,,,AST,STRONG,Miss,,,,,,,,,,,,
8/16/2026,Jade Melbourne,Creator,CHI,4,4.5,UNDER,6,2,,,AST,STRONG,Miss,,,,,,,,,,,,
8/16/2026,Kahleah Copper,Secondary Scorer,POR,1.3,2.5,UNDER,2,0.7,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/16/2026,Natasha Cloud,Creator,SEA,3,3.5,UNDER,8,5,,,REB,STRONG,Miss,,,,,,,,,,,,
8/16/2026,Natasha Cloud,Creator,SEA,4.7,5.5,UNDER,3,-1.7,,,AST,STRONG,Hit,,,,,,,,,,,,
8/16/2026,Natasha Cloud,Creator,SEA,1.1,1.5,UNDER,1,-0.1,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/16/2026,Angel Reese,Engine,IND,2.4,2.5,UNDER,6,3.6,,,AST,LEAN,Miss,,,,,,,,,,,,
8/16/2026,Carla Leite,Creator,PHX,17.3,16.5,OVER,23,5.7,,,PTS,LEAN,Hit,,,,,,,,,,,,
8/16/2026,Dewanna Bonner,Rebounding/Defense,POR,6.9,6.5,OVER,6,-0.9,,,REB,LEAN,Miss,,,,,,,,,,,,
8/16/2026,Naz Hillmon,Connector,IND,4.1,4.5,UNDER,6,1.9,,,REB,LEAN,Miss,,,,,,,,,,,,
8/16/2026,Rhyne Howard,Secondary Scorer,IND,3.3,3.5,UNDER,5,1.7,,,AST,LEAN,Miss,,,,,,,,,,,,
8/18/2026,Jonquel Jones,Secondary Scorer,CHI,15.7,14.5,OVER,5,-10.7,,,PTS,LOCK,Miss,,,,,,,,,,,,
8/18/2026,Jonquel Jones,Secondary Scorer,CHI,10,9.5,OVER,0,-10,,,REB,LOCK,Miss,,,,,,,,,,,,
8/18/2026,A'ja Wilson,Engine,ATL,0.9,0.5,OVER,1,0.1,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/18/2026,Aliyah Boston,Secondary Scorer,TOR,7.7,9.5,UNDER,6,-1.7,,,REB,STRONG,Hit,,,,,,,,,,,,
8/18/2026,Aliyah Boston,Secondary Scorer,TOR,2.4,3.5,UNDER,3,0.6,,,AST,STRONG,Hit,,,,,,,,,,,,
8/18/2026,Allisha Gray,Secondary Scorer,LV,1.3,1.5,UNDER,2,0.7,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/18/2026,Caitlin Clark,Engine,TOR,3.8,4.5,UNDER,3,-0.8,,,REB,STRONG,Hit,,,,,,,,,,,,
8/18/2026,Caitlin Clark,Engine,TOR,2.1,2.5,UNDER,4,1.9,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/18/2026,Chelsea Gray,Creator,ATL,2.4,1.5,OVER,3,0.6,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/18/2026,Courtney Vandersloot,Creator,NYL,10.8,9.5,OVER,7,-3.8,,,PTS,STRONG,Miss,,,,,,,,,,,,
8/18/2026,Jackie Young,Secondary Scorer,ATL,0.8,2.5,UNDER,4,3.2,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/18/2026,Kelsey Mitchell,Secondary Scorer,TOR,2.9,3.5,UNDER,4,1.1,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/18/2026,Kiki Rice,Connector,IND,3.1,4.5,UNDER,6,2.9,,,AST,STRONG,Miss,,,,,,,,,,,,
8/18/2026,Natasha Cloud,Creator,NYL,4.4,6.5,UNDER,6,1.6,,,AST,STRONG,Hit,,,,,,,,,,,,
8/18/2026,Natasha Cloud,Creator,NYL,0.8,1.5,UNDER,4,3.2,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/18/2026,Nneka Ogwumike,Engine,CON,18.4,16.5,OVER,18,-0.4,,,PTS,STRONG,Hit,,,,,,,,,,,,
8/18/2026,Nneka Ogwumike,Engine,CON,9.7,8.5,OVER,7,-2.7,,,REB,STRONG,Miss,,,,,,,,,,,,
8/18/2026,Rhyne Howard,Secondary Scorer,LV,3.9,3.5,OVER,4,0.1,,,REB,STRONG,Hit,,,,,,,,,,,,
8/18/2026,Breanna Stewart,Engine,CHI,3.2,3.5,UNDER,3,-0.2,,,AST,LEAN,Hit,,,,,,,,,,,,
8/18/2026,Jackie Young,Secondary Scorer,ATL,5.9,6.5,UNDER,5,-0.9,,,AST,LEAN,Hit,,,,,,,,,,,,
8/18/2026,Jonquel Jones,Secondary Scorer,CHI,2.7,2.5,OVER,2,-0.7,,,AST,LEAN,Miss,,,,,,,,,,,,
8/18/2026,Kamilla Cardoso,Secondary Scorer,NYL,7,7.5,UNDER,12,5,,,REB,LEAN,Miss,,,,,,,,,,,,
8/18/2026,Nneka Ogwumike,Engine,CON,3.8,3.5,OVER,1,-2.8,,,AST,LEAN,Miss,,,,,,,,,,,,
8/18/2026,Sabrina Ionescu,Secondary Scorer,CHI,2.3,2.5,UNDER,2,-0.3,,,FG3M,LEAN,Hit,,,,,,,,,,,,
8/19/2026,Kiki Iriafen,Secondary Scorer,TOR,10.4,9.5,OVER,13,2.6,,,REB,LOCK,Hit,,,,,,,,,,,,
8/19/2026,Coutney Williams,Connector,GSV,6.3,4.5,OVER,3,-3.3,,,REB,STRONG,Miss,,,,,,,,,,,,
8/19/2026,Gabby Williams,Connector,MIN,3.7,2.5,OVER,1,-2.7,,,REB,STRONG,Miss,,,,,,,,,,,,
8/19/2026,Isabelle Harrison,Rebounding/Defense,WAS,0.9,0.5,OVER,0,-0.9,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/19/2026,Kayla McBride,Specialist,GSV,3.3,2.5,OVER,1,-2.3,,,REB,STRONG,Miss,,,,,,,,,,,,
8/19/2026,Lauren Betts,Bench,TOR,3.7,4.5,UNDER,3,-0.7,,,REB,STRONG,Hit,,,,,,,,,,,,
8/19/2026,Marina Mabrey,Engine,WAS,5.5,2.5,OVER,,-5.5,,INJURY,FG3M,STRONG,,,,,,,,,,,,,
8/19/2026,Shakira Austin,Secondary Scorer,TOR,9.4,10.5,UNDER,10,0.6,,,REB,STRONG,Hit,,,,,,,,,,,,
8/19/2026,Sonia Citron,Engine,TOR,3.8,4.5,UNDER,6,2.2,,,AST,STRONG,Miss,,,,,,,,,,,,
8/19/2026,Sonia Citron,Engine,TOR,0.9,1.5,UNDER,1,0.1,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/19/2026,Courtney Williams,Connector,GSV,4.1,4.5,UNDER,7,2.9,,,AST,LEAN,Miss,,,,,,,,,,,,
8/19/2026,Napheesa Collier,Secondary Scorer,GSV,7,7.5,UNDER,8,1,,,REB,LEAN,Miss,,,,,,,,,,,,
8/19/2026,Olivia Miles,Engine,GSV,4.8,4.5,OVER,5,0.2,,,REB,LEAN,Hit,,,,,,,,,,,,
8/19/2026,Veronica Burton,Secondary Scorer,MIN,3.2,3.5,UNDER,4,0.8,,,REB,LEAN,Miss,,,,,,,,,,,,
8/19/2026,Veronica Burton,Secondary Scorer,MIN,5,5.5,UNDER,7,2,,,AST,LEAN,Miss,,,,,,,,,,,,
8/20/2026,A'ja Wilson,Engine,CON,10.6,9.5,OVER,3,-7.6,,,REB,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Aliyah Boston,Rebounding/Defense,DAL,7.4,8.5,UNDER,9,1.6,,,REB,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Angel Reese,Secondary Scorer,LA,0.2,0.5,UNDER,2,1.8,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Ariel Atkins,Connector,ATL,1,1.5,UNDER,1,0,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Caitlin Clark,Engine,DAL,4.1,3.5,OVER,4,-0.1,,,REB,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Cameron Brink,Bench,ATL,1.3,0.5,OVER,3,1.7,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Chelsea Gray,Creator,CON,3.1,3.5,UNDER,2,-1.1,,,REB,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Dearica Hamby,Rebounding/Defense,ATL,0.3,0.5,UNDER,0,-0.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Diamond Miller,Connector,LV,2,3.5,UNDER,0,-2,,,REB,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Diamond Miller,Connector,LV,0.5,1.5,UNDER,0,-0.5,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Jessica Shepard,Engine,IND,6.3,4.5,OVER,1,-5.3,,,AST,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Jewell Loyd,Bench,CON,2,2.5,UNDER,5,3,,,REB,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Jordin Canada,Creator,LA,0.5,0.5,UNDER,2,1.5,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Leila Lacan,Connector,LV,2,2.5,UNDER,1,-1,,,REB,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Leila Lacan,Connector,LV,1.3,1.5,UNDER,2,0.7,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Nalyssa Smith,Rebounding/Defense,CON,13,11.5,OVER,7,-6,,,PTS,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Nneka Ogwumike,Engine,ATL,1.8,1.5,OVER,0,-1.8,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Paige Bueckers,Secondary Scorer,IND,6.5,5.5,OVER,8,1.5,,,AST,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Rae Burrell,Connector,ATL,1.7,2.5,UNDER,1,-0.7,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/20/2026,Rhyne Howard,Engine,LA,3,3.5,UNDER,5,2,,,AST,STRONG,Miss,,,,,,,,,,,,
8/20/2026,Aliyah Boston,Rebounding/Defense,DAL,2.6,2.5,OVER,1,-1.6,,,AST,LEAN,Miss,,,,,,,,,,,,
8/21/2026,Isabelle Harrison,Rebounding/Defense,POR,6,5.5,OVER,10,4,,,REB,LOCK,Hit,,,,,,,,,,,,
8/21/2026,Isabelle Harrison,Rebounding/Defense,POR,1.6,1.5,OVER,1,-0.6,,,AST,LOCK,Miss,,,,,,,,,,,,
,Julie Allemand,Creator,POR,5.8,5.5,OVER,6,0.2,,,AST,LOCK,Hit,,,,,,,,,,,,
,Veronica Burton,Connector,CHI,13.2,12.5,OVER,11,-2.2,,,PTS,LOCK,Miss,,,,,,,,,,,,
,Bridget Carleton,Specialist,TOR,3.8,5.5,UNDER,4,0.2,,,REB,STRONG,Hit,,,,,,,,,,,,
,Bridget Carleton,Specialist,TOR,2.1,2.5,UNDER,2,-0.1,,,AST,STRONG,Hit,,,,,,,,,,,,
,Carla Leite,Creator,TOR,6.5,7.5,UNDER,6,-0.5,,,AST,STRONG,Hit,,,,,,,,,,,,
,Carla Leite,Creator,TOR,2.1,2.5,UNDER,0,-2.1,,,REB,STRONG,Hit,,,,,,,,,,,,
,Coutney Williams,Connector,WAS,1.2,1.5,UNDER,1,-0.2,,,FG3M,STRONG,Hit,,,,,,,,,,,,
,Courtney Vandersloot,Creator,GSV,3.6,2.5,OVER,1,-2.6,,,REB,STRONG,Miss,,,,,,,,,,,,
,Emily Engstler,Connector,TOR,1.2,1.5,UNDER,1,-0.2,,,FG3M,STRONG,Hit,,,,,,,,,,,,
,Emily Engstler,Connector,TOR,2,2.5,UNDER,3,1,,,AST,STRONG,Miss,,,,,,,,,,,,
,Gabby Williams,Connector,CHI,2.2,2.5,UNDER,0,-2.2,,,AST,STRONG,Hit,,,,,,,,,,,,
,Kayla McBride,Specialist,WAS,3.75,2.5,OVER,4,0.25,,,FG3M,STRONG,Hit,,,,,,,,,,,,
,Kiki Rice,Secondary Scorer,POR,3,3.5,UNDER,3,0,,,REB,STRONG,Hit,,,,,,,,,,,,
,Kiki Rice,Secondary Scorer,POR,2.1,3.5,UNDER,4,1.9,,,AST,STRONG,Miss,,,,,,,,,,,,
,Lauren Betts,Rebounding/Defense,MIN,3.8,4.5,UNDER,1,-2.8,,,REB,STRONG,Hit,,,,,,,,,,,,
,Michalea Onyenwere,Connector,MIN,3.3,2.5,OVER,0,-3.3,,,REB,STRONG,Miss,,,,,,,,,,,,
,Natasha Cloud,Connector,GSV,3,3.5,UNDER,7,4,,,REB,STRONG,Miss,,,,,,,,,,,,
,Olivia Miles,Engine,WAS,2,1.5,OVER,2,0,,,FG3M,STRONG,Hit,,,,,,,,,,,,
,Sonia Citron,Engine,MIN,5.4,3.5,OVER,1,-4.4,,,REB,STRONG,Miss,,,,,,,,,,,,
,Veronica Burton,Connector,CHI,4.5,5.5,UNDER,2,-2.5,,,AST,STRONG,Hit,,,,,,,,,,,,
,Courtney Williams,Connector,WAS,4.2,4.5,UNDER,8,3.8,,,AST,LEAN,Miss,,,,,,,,,,,,
,Kamilla Cardoso,Rebounding/Defense,GSV,7.7,8.5,UNDER,10,2.3,,,REB,LEAN,Miss,,,,,,,,,,,,
,Kiki Iriafen,Secondary Scorer,MIN,9,8.5,OVER,13,4,,,REB,LEAN,Hit,,,,,,,,,,,,
,Shakira Austin,Secondary Scorer,MIN,9.6,10.5,UNDER,8,-1.6,,,REB,LEAN,Hit,,,,,,,,,,,,
,Shakira Austin,Secondary Scorer,MIN,2.7,2.5,OVER,6,3.3,,,AST,LEAN,Hit,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,,,,,,,,,,,
